agss_BmV18hpi_a	agss_BmV18hpi_b	agss_BmV4dpi_a	agss_BmV4dpi_b	agss_BmV8dpi_a	agss_BmV8dpi_b	polyAd_Bm1dpi_a	polyAd_Bm1dpi_b	polyAd_Bm2dpi_a	polyAd_Bm2dpi_b	polyAd_Bm3dpi_a	polyAd_Bm3dpi_b	polyAd_Bm4dpi_a	polyAd_Bm4dpi_b	polyAd_Bm8dpi_a	polyAd_Bm8dpi_b	polyAd_Bm20dpiM_a	polyAd_Bm20dpiM_b	agss_Bm24dpiF_a	polyAd_Bm24dpiF_a	polyAd_Bm24dpiF_b	polyAd_BmAM_a	polyAd_BmAM_b	agss_BmAF_b	agss_BmAF_c	polyAd_BmAF_a	polyAd_BmAF_b	polyAd_BmAF_c	polyAd_BmAF_d	polyAd_BmEm_a	polyAd_BmEm_b	polyAd_BmIMF_a	polyAd_BmIMF_b	polyAd_BmMMF_a	polyAd_BmMMF_b
gene873	723.73	662.87	189.36	922.81	2268.19	2571.23	150.61	155.51	66.3	62.05	129.49	160.04	262.27	215.26	383.34	288.32	205.93	141.48	27763.96	322.19	296.83	32	18.18	14140.1	14100.92	14.49	4.04	37.56	2.01	22.11	26.22	86.47	29.7	44.55	17.91
gene874	390.01	229.68	213.62	978.93	2250.39	2773.22	174.24	106.5	100.21	56.46	126.12	141.25	161.42	121.51	327.06	231.28	182.82	126.88	24035.83	193.28	221.93	81.78	42.98	32329.8	37289.43	26.79	25.07	59.27	34.35	17.83	26.06	63.41	46.48	46.12	20.7
gene875	518.38	1745.77	651.77	1769.44	6434.5	5639.17	364.46	346.36	285.47	152.33	284.48	268.09	421.96	315.73	794.88	614.13	329.58	264.4	69253.72	396.71	464.74	136.31	66.81	44046.22	32195.35	38.69	44.55	40.67	34.9	50.32	33.61	106.95	69.37	105.92	44.98
gene877	0	0	0.58	125.32	12.79	414.58	14.15	12.14	21.62	7.85	2.02	10.45	14.73	21.44	21.97	33.29	14.48	2.39	1385.3	9.71	17.41	4.04	2.02	683.72	829.89	2.02	0.5	0.55	0	0	4.04	1.63	1.35	4	1.72
gene88	0	2	2	0	102	2	7.79	5.61	0	0	2.78	2.02	0	3.85	7.36	1.22	0	1.27	123.45	0.66	1.1	1.94	0	21.01	174.91	0.03	0	1.63	0	0	0	0	1.42	5.24	0
gene880	10	279.28	227.54	894.71	2943.4	3508.68	45.82	36.02	32.2	24.29	87.99	130.77	57.44	89.04	202.06	216.9	64.03	65.34	16513.79	100.66	94.36	30.9	9.79	12853.62	7944.9	10.1	12.04	11.06	11.77	1.56	4.36	24.39	25.34	24.77	13.87
gene881	198	687.23	214.02	960	2492.53	4810.76	235.84	123.2	106.67	63.16	177.1	199.04	245.58	192.32	415.56	381.84	184.75	143.26	21799.89	203.64	204.91	62.34	48.95	21419.54	12244.23	14.14	28.31	15.57	15.32	6.05	25.13	42.99	19.91	56.81	24.6
gene883	0	0	0	0	0	0	90.27	60.82	57.53	47.48	46.14	77.23	75.66	81.77	259.1	126.29	54.57	33.37	0	51	83.31	5.14	4.7	0	0	4.3	2.13	8.92	4.99	1.72	10.98	35.46	8.64	17.08	22.31
gene884	506.97	1639.33	327.96	1466.15	6316.09	4992.72	431.47	137.46	169.71	107.2	479.46	466.07	325.19	451.56	1133.54	839.82	324.57	249.15	47649.26	347.4	446.85	158.1	66.19	66010.17	27503.32	31.61	39.67	36.12	27.39	12.11	24.04	140.99	90.89	81.7	68.56
gene885	523.94	149.56	245.38	1058.86	1699.97	4011.06	364.07	193.73	166.76	116.52	361.89	394.18	386.23	446.56	949.68	830.66	345.8	202.25	11298.35	460.39	662.59	158.43	137.52	10136.59	6418.97	59.91	30.17	47.95	41.94	16.13	34.69	90.36	54.92	88.36	62.41
gene886	474.38	1274.47	314.41	619.94	2237.83	3132.8	128.53	51.24	58.52	40.66	116.94	118.42	129.13	145.96	236.68	214.04	72.3	56.82	8840.34	82.22	151.81	21.6	22.33	7469.84	3845.39	11.2	14.7	8.43	4.61	4.89	12.72	35.52	18.8	28.12	14.56
gene887	4812.83	8841.21	1927.95	7918.31	18073.05	27537.4	655.95	212.39	321.55	322.44	888.96	992.26	1277.35	1187.93	2615.42	2326.39	799.64	509.94	160961.4	1154.41	1212.12	264.17	161.63	137974.99	80734.89	115.69	89.18	91.19	87.48	55.24	72.12	242.44	174.15	216.76	181.82
gene888	10.01	128.07	104.44	127.33	1304.52	2137.12	138.42	121.05	102.54	46.83	150.93	177.11	184.2	118.47	261.8	236.16	100.71	59.18	7645.5	99.08	71.48	14.14	9.45	4974.58	2932.87	2.02	4.09	4.04	8.08	2.02	8.08	18.22	7.39	24.24	18
gene889	4.95	241.86	50.83	73.79	970.11	885.25	15.35	10.01	4.73	4.9	9.31	24.74	19.37	23.81	82.83	32.34	43.69	17.16	7183.95	39.82	51.14	5.88	3.03	3773.99	2721.62	1.87	2.02	6.63	1.71	1.74	0	24.86	22.64	18.18	5.6
gene891	4	15.15	15.23	237.27	300.46	216.96	13.78	19.8	17.32	2.45	16.03	11.54	26.22	19.07	78.89	35.13	33.73	38.95	10286.46	71.7	71.98	6.58	2.02	3813.58	2819.54	2.02	1.96	4.48	2.23	3.83	5.49	28.67	15.23	16.57	12.75
gene894	25.69	1289.63	226.75	615.47	2245.5	2653.22	81.56	84.25	37.07	26.96	85.09	101.23	112.92	101.54	232.26	170.73	89.73	69.62	31541.99	187.79	259.73	20.67	10.03	17455.79	15149.93	16.16	3.99	3.54	4.04	24.54	29.54	82.48	29.66	80.1	18.68
gene895	1873.28	1030.23	683.7	1497.81	4904.17	9254.52	177.93	164.15	54.17	94.41	237.1	222.84	258.98	298.82	778.64	483.68	263.59	203.22	71763.26	350.98	582.83	159.03	63.3	49893.68	40988.74	59.44	32.03	47.9	18.17	32.16	56.64	70	54.92	92.87	44.31
gene896	5.93	3.64	46.87	0	449.57	376.85	48.48	27.92	17.38	8.64	21.39	27.75	25.1	17.35	69.38	23.85	12.61	12.65	3542.14	28.31	39.6	2.1	2.68	2393.89	3091.75	5.02	2.02	3.99	3.95	0.15	4.86	5.67	3.84	17.88	2
gene897	85.14	282.35	13.32	229.19	771.5	588.07	78.76	82.67	64.63	38.02	57.86	56.27	67.94	57.55	163.53	134.61	41.26	29.24	7602.52	83.24	142.71	3.62	1.19	3316.46	2597.9	2.02	0	7.19	4.03	2.02	5.3	47.06	9.89	18.25	12.98
gene898	141.04	3079.85	505.34	1231.81	3514.13	4728.91	303.02	180.89	264.18	110.69	319.21	302.5	277.63	283.26	710.6	564.63	260.02	150.99	33209.36	269.02	346.89	103.58	33.09	26020.55	11941.18	28.07	25.83	30.32	19.33	6.14	18.18	129.08	33.6	94.12	50.47
gene9	877.53	1360.87	454.29	1011.24	4027.11	3993.82	165	182.01	94.15	62.21	151.16	172.55	137.94	164.79	263.3	215.61	159.48	138.05	51679.32	317.36	255.64	41.75	20.54	23151.92	21188.11	6.11	15.88	21.81	11.97	21.73	46.42	147.33	51.83	214.98	50.65
gene90	163.54	31.31	161.04	552.99	1573.49	2621.67	114.15	85.98	62.47	32.83	86.34	71.11	112.3	81.45	332.63	199.83	46.84	25.86	9487.31	59.1	115.1	6.03	4.04	6753.74	5153.13	4.71	5.97	2.02	2.24	10.1	9.09	25.27	17.81	28.03	18.56
gene901	922.32	1719.74	686.06	1092.44	7591.68	9959.23	100.29	98.58	71.63	138.76	429.72	418	471.17	407.81	849.66	778.57	300.05	260.83	52443.81	310.28	495.13	102.42	29.83	36635.85	25479.92	31.49	26.39	34.03	40.55	11.3	43.01	48.39	70.77	26.3	50.94
gene903	1229.13	3237.85	456.83	1426.61	7007.62	5561.03	206.27	197.58	237.26	129.87	383.59	393.66	533.02	461.81	1001.97	728.18	309.72	237.35	71492.59	443.17	638.43	130.35	93.73	62743.79	39270.79	42.98	32.48	45.87	37.7	20.6	36.21	130.97	110.85	47.51	102.58
gene904	1516.36	1091.58	586.72	1702.15	8459.56	7934.05	98.83	107.36	99.77	39.38	249.36	266.43	339.18	368.31	785.96	537.74	239.19	216.01	148487.59	351.52	470.65	105.91	53.48	137024.48	60816.17	34.9	22.44	36.56	41.74	32.23	30.02	106.34	85.89	58.56	20.52
gene905	0	0	0	0	0	0	222.18	121.87	81.73	111.2	138.07	199.67	190.12	174.51	391.17	285.74	237.75	159.25	3.21	260.62	316.74	102.14	52.43	0	0	15.59	22.73	46.46	21	15.76	32.29	88.36	36.64	77.08	31.47
gene906	0	0	0	0	0	0	68.91	57.27	35.29	31.15	42.75	52.17	35.85	52.6	78.86	88.04	56.12	29.04	0	44.92	58.17	13.24	5.09	0	0	1.54	0	5.1	4.02	4.26	3.23	37.3	6.8	24.47	5.52
gene907	0	0	0	0	0	0	10.06	7.31	5.19	3.45	12.34	10.4	16.88	15.6	30.72	24.87	18.09	4.51	0	11.29	18.96	1.93	0	0	0	0.58	0	6.53	1.97	2	0	5.99	1.08	7.25	3.48
gene908	0	16.72	16.81	0	422.66	287.63	14.95	17.34	10.82	4.17	11.56	11.95	22.05	15.02	29.78	19.88	19.06	12.19	7225.27	16.33	7.45	2.02	1.94	3725.46	3298.56	1.47	0	1.97	0	1.98	2.02	19.66	6.43	13.46	5.9
gene909	0	27.42	0.85	0.3	0.3	0.3	4.92	2	0	0	0	3.72	1.66	0	1.61	4.2	5.93	3.11	20.93	1.83	2.69	0	0	21.31	5.66	0	0	0	0	0	0	1.2	1.06	0	0
gene91	1053.62	413.87	196.55	573.75	1264.68	932.42	53.65	41.32	31.34	15.25	57.15	56.48	75.01	67.81	149.09	80.34	73.32	54.61	16360.33	79.88	88.7	2.45	5.66	7938.76	8577.25	8.67	2.58	7.35	3.98	14.22	16.55	26.98	19.12	19.18	5.81
gene910	0	110.28	13.14	1.2	15.5	10.74	12.6	0	0	0	2.6	1.65	8	6.27	10.78	4.04	3.55	2.37	656.97	3.87	6.06	0	0	787.41	585.78	0	0	0	0	0	0	4.16	1.56	1.8	1.82
gene911	65.31	1587.48	439.23	1248	5525.13	8308.09	423.96	387.62	281.53	179.62	403.03	518.1	385.32	538.96	1130.95	897.36	289.62	208.55	28215.94	367.74	663.61	166.2	123.62	19140.82	12846.44	45.08	39.9	49.19	49.75	37.07	50.59	51.51	54.2	69.62	19.04
gene912	1162.36	1111.43	374.18	1165.3	3921.5	8735.52	323.03	349.09	268.94	165.56	252.23	359.67	348.52	305.38	829.46	433.54	347.31	317.95	79081.6	483.29	719.25	102.25	47.07	39915.79	46277.36	20.14	9.22	82.85	26.23	34.85	45.86	144.06	110.5	151.07	30.94
gene913	1420.57	1103.79	471.44	1372.15	7339.95	7954.99	460.68	297.01	319.12	142.4	417.44	417.08	506.08	401.67	881.92	736.25	205.55	157.16	61394.67	304.16	346.36	69.29	62.82	36757.45	30464.49	31.69	18.04	38.51	21.05	7.07	35.95	160.74	97.31	133.78	57.31
gene914	2588.04	3625.48	1109.54	3106.28	10376.83	12750.75	566.84	485.06	514.6	177.53	421.46	447.01	755.82	579.14	1315.81	1035.51	620.78	363.25	358192.11	773.15	662.43	97.6	56.5	166368.85	122984.91	18.3	6.53	37.89	19.66	31.26	52.64	454.04	187.32	281.93	108.18
gene915	4970.94	5633.64	2150.36	6574.98	21234.12	29565.73	2028.63	1631.2	1159.82	1019.82	1984.5	2379.7	2609.47	2416.07	5870.16	4375.32	2889.43	2234.36	567160.34	3690.6	4199.2	1148.48	733.81	493046.13	246476.46	253.23	263.64	329.14	239.56	172.11	355.47	847.49	450.66	807.98	397.18
gene918	639.54	33.72	202.41	466	2049.68	3584.38	30.45	16.15	10.52	15.28	55.45	48.3	69.2	62.14	185.75	113.39	52.74	63.74	25935.32	174.96	176.62	2.02	1.97	10903.94	10523.14	5.83	0	19.14	4.04	4.43	19.85	12.61	27.15	9.96	19.07
gene919	390	301.83	245.68	927.74	3181.72	2630.48	140.63	136	88.35	45.74	110.57	163.85	153.89	105.73	313.48	222.88	121.51	93.23	31141.14	181.91	238.1	14.06	20.15	13005.77	14800.21	11.78	4.04	16.15	16.14	12.12	28.2	82.61	56.42	111.33	35.61
gene92	785.15	334.43	128.77	532.63	1508.49	1818.35	201.67	75.82	114.76	55.1	137.29	143.16	149.12	165.32	451.79	305.46	68.98	98.32	21061.66	142.97	217.11	18.94	15.44	11259.97	7894.13	4.83	1.46	4.68	9.31	7.95	16.01	64.94	29.28	82.65	17.42
gene922	0	0	0	0	0	0	34.38	25.93	9.14	9.48	25.78	14.87	27.16	21.99	313.3	290.72	178.02	70.21	0	150.69	256.37	21.16	35.45	0	0	2.98	5.3	6.18	0	2.28	3.65	44.27	12.6	39.55	9.97
gene925	862.16	122.45	416.4	1092.33	1651.66	3604.75	106.76	40.43	45.6	23.95	75.86	85.78	98.26	121.76	241.48	188.49	92.94	73.66	17126.85	159.09	106.23	23.24	16.9	11710.09	9379.42	10.08	8.03	7.26	6.78	5.02	7.92	73.78	33.91	52	30.55
gene926	2	4	0	0	241.77	80	16.42	12.73	2	3.43	4.22	8.43	2	13.47	36.66	28.36	4.49	5.77	457.43	6.22	15.16	12.12	16.16	1097.5	610.41	0	0	4.62	2.2	0	3.99	4.18	0.79	0	2.14
gene929	0	394.55	30.07	0	28.57	93.83	8.63	23.75	5.81	10.06	16.44	12.65	8.98	13.23	28.92	17.98	7.43	9.98	1200.37	11.72	10.96	0	0	463.02	459.11	1.38	0	1.36	0	0	0.32	11.22	0	8.09	0.05
gene93	8.42	45.7	189.56	905.63	2754.95	2033.48	260.45	194.61	141.61	118.1	169.72	147.19	144.01	209.09	373.03	298.74	188.16	127.53	44674.19	297.29	437.01	148.79	95.42	54074.45	46448.56	26.06	12.11	52.53	47.89	15.26	38.44	104.77	86.5	111.7	39.62
gene931	305.81	27.93	67.23	681.7	1618.14	2011.9	195.78	128.13	125.33	108.17	162.86	166.73	219.38	183.07	406.09	301.4	111.56	58.76	21868.28	126.91	185.26	25.54	17.94	16420.6	9353.39	17.07	7.44	6.13	8.06	5.34	18.94	53.35	24.99	46.6	22.13
gene932	12	171.65	167.97	175.62	1657.09	2110.22	226.98	174.19	143.5	58.49	165.64	169	200.95	147.28	409.84	242.81	141.82	113.97	26078.97	229.99	180.11	19.9	26.8	10509.98	9796.87	4.86	4.64	13.09	2.01	8.08	9.13	80.86	26.62	98.9	11.79
gene933	2	12.56	0	0	450.4	669.81	7.29	9.15	3.27	0.04	10.07	8.55	10	14.14	23.22	27.6	7.21	4.04	2115.56	14.29	13.45	0	0	1097.79	1392.24	1.16	0	2.02	2.02	3.76	0	4.23	0	0.02	6
gene934	209.52	1032.68	236.46	566.54	1583.39	1355.32	278.5	206.45	139.25	60.4	242.52	271.92	258.54	232.03	506.83	407.32	144.29	112.01	16430.91	226.86	270.55	28.77	38.1	15130.89	14895.7	24.53	19.31	22.69	31.68	16.49	18.49	111.08	81.09	49.54	60.94
gene935	2016.97	1596.56	221.48	1009.75	2588.85	3609.76	382.06	290.8	183.56	146.54	269.04	348.65	393.16	323.46	650.82	548.87	198.62	203.09	46747.59	370.83	472.81	160.05	69.13	36011.11	17742.74	28.99	26.15	31.5	15.96	24.95	43.76	149.42	57.93	120.49	62.02
gene936	3.03	169.07	60.52	174.25	767.82	1566.19	134.46	80.24	97.22	83.24	116.37	137.41	108.04	132.96	264.05	138.6	92.14	58.37	11559.79	87.44	186.4	9.01	18.25	5546.41	5104.69	7.25	0	20.99	8.08	3.22	14.5	48.26	17.74	58.67	19.21
gene937	451.23	459.77	148	487.79	1702.66	1521.48	179.2	148.42	119.34	57.13	190.59	198.13	173.56	185.24	427.11	260.83	159.85	111.14	31075.54	223.5	365.6	18.71	20.19	17394.17	16892.58	10.01	11.22	41.83	18.45	19.97	14.13	89.28	49.29	43.77	41.01
gene938	136	198	72	66	322	788	36.14	46.86	20.67	10	26.76	28.76	23.76	20.4	47.71	47.8	59.2	29.79	12239.08	58.82	71.14	16.15	8.08	4939.41	4755.81	4.02	1.18	2.86	2.02	4.04	8.08	31.76	25.05	30	16.83
gene939	1054.97	2296.55	390.99	1720.43	7136.28	7612.67	249.98	155.52	146.29	82.3	336.13	358.48	363.08	256.55	516.37	410.72	154.84	141.46	35395.4	229.33	367.67	67.74	30.58	32900.7	35916.36	11.06	6.92	37.95	10.69	17.95	14.95	96.12	76.44	98.19	39.35
gene94	14.03	8.56	30.35	95.42	224.6	516.46	24.17	13.5	4.15	2	39.5	12.41	30.46	31.42	78.72	60.74	22.94	4.09	3306.6	26.73	37.2	2.02	8.08	1924.04	1403.45	3.45	1.79	1.07	6.21	0	0	11.35	1.28	6.5	4.63
gene940	2618.64	3127.83	857.25	1862.02	13444.44	21469.07	334.8	327.54	253.4	121.35	395.95	427.04	433.1	362.54	824.57	660.88	251.93	139.56	59937.09	420.62	565.97	179.88	88.51	42798.15	44595.31	59.76	30.23	59.95	20.97	24.59	48.2	195.12	123.45	155.71	69.9
gene941	0	0	0	0	0	0	0.99	2.92	3.32	0.77	2.08	3.99	2.4	4.04	13.89	7.28	4.42	3.51	466.25	2.89	4.8	2.68	0	605.43	422.93	0.92	0	0	0.28	0	0	2.08	0	2.5	0
gene942	590.93	1327.14	152	510	2341.01	3418.19	108.34	88.07	70.66	72.12	108.48	124.36	109.06	122.72	267.79	167.37	105.8	73.94	19852.3	135.53	124.36	31.07	30.72	13518.94	12778.73	16.13	14.08	13.24	3.15	6.72	9.94	97.65	37.65	74.39	21.28
gene943	1028.5	3293.81	476.18	1945.79	6559.07	5594.81	486.81	298.75	209.21	188.68	286.6	355.62	491.97	421.65	1121.86	793.91	980.68	800.73	308407.32	1232.12	1904.44	167.32	155.1	145572.48	156154.6	67.14	48.85	145.36	66.16	125.21	134.12	372.73	196.94	286.41	141.34
gene944	902	1169.92	508	1105.17	4114	3531.81	89.09	35.88	89.31	58.19	187.59	116.75	214.4	207.92	467.87	343.04	135.79	80.2	23150.49	121.98	177.2	48.05	41.93	19036.42	14374.83	16.16	4.94	14.14	10.08	10.96	17.24	16	32.5	41.65	29.95
gene947	0	0	0	0	0	0	19.6	18.1	15.92	3.67	26.44	26.2	24.82	27.43	54.99	21.83	8.34	4.31	0	17.51	10.13	1.64	1.81	0	0	0	0.63	0	3.08	0	2.02	15.72	4.19	3.26	8.88
gene948	0	0	0	0	0	0	43.24	43.06	31.38	13.58	19.81	17.54	40.34	21.48	60.8	40.98	15.77	7.13	0	27.7	37.9	1.42	2.01	0	0	0	0	0	5.13	3.92	0	21.22	23.2	17.91	8.71
gene949	11.41	848.73	63.8	154.32	1487.94	2569.1	70.8	76.88	45.86	14.69	64.18	60.75	75.17	56.82	127.85	79.83	70.13	25.82	10169.21	74.77	132.54	10.02	14.14	5539.42	5886.63	7.51	8.08	24.26	10.09	4.04	8.97	34.41	17.17	32.37	20.31
gene95	325.18	193.14	157.39	818.53	2700.42	1870.22	93.94	134.87	91.82	43.63	112.61	93.2	142.35	109.29	252.43	209.38	55.6	40.33	14516.02	111.08	130.97	41.74	12.12	13627.51	11980.91	7.85	6.06	13.27	13.61	8.08	6.05	28.28	24.47	49.35	13.35
gene950	20.52	1754.75	222.05	629.68	1860.07	2035.27	85.62	91.95	80.43	39.27	96.43	98.21	108.88	106.84	254.69	166.4	125.65	86.49	19625.91	138.87	222.18	24.26	17.06	10535.58	12454.7	19.39	7.97	17.09	5.84	15.96	21.86	56.23	18.57	47.21	18.18
gene951	10.49	313.52	146.76	95.64	1506.3	1220.15	105.26	56.48	40.45	34	46.44	50.41	86.26	60	164.3	140.56	48.28	31.72	8710.44	48.17	74.52	12.17	5.27	4260.18	4247.72	11.75	0	6.06	4.04	6.06	5.22	57.51	8.71	40.18	3
gene952	0	3.41	32	42	556.23	152.75	34.47	35.32	10.89	11.72	16.1	22.04	6.75	21.31	58.14	41.92	8	7.55	2111.4	34.32	26.69	0	2.11	1070.98	2519.98	0	0.68	2.82	0	2.65	6.06	4.47	3.79	3.55	3.33
gene953	4	430.87	23.83	282.68	909.07	1702.13	83.97	85.99	39.55	30.05	76.85	49.76	60.19	78.33	172.8	103.38	112.55	60.56	24636.3	95.71	167.76	8.21	8.2	10989.43	16198.29	8.08	4.67	12.45	8.18	9.31	13.32	47.14	12.62	20	17.26
gene954	314.51	4.51	89.1	82	540	396.84	89.1	82	54.82	20.32	45.39	78.48	76.89	38.14	110.6	78.6	42.78	36.21	5573.63	78.72	124.66	18.16	18.18	7002.14	6074.38	8.07	4.04	5.4	4.04	10.02	6.06	29.69	11.89	27.76	8
gene955	375.95	1121.62	68.3	360.42	1531.03	1901.01	78.35	92.75	75.03	22.9	80.64	60.76	95.24	86.07	186.01	186.55	272.44	180.58	37942.57	357.85	220.74	44.66	22.27	14448.17	15815.15	4.97	5.66	27.72	8.25	5.49	18.15	99.07	42.16	68.45	23.93
gene956	690.34	476.19	333.24	1006.69	2681.05	3592.35	161.59	150.14	71.8	77.04	163.64	203.95	195.16	147.53	432.68	472.69	245.56	195.97	64449.26	454.11	532.93	85.24	18.33	27067.85	19401.16	43.68	20.17	41.13	9.57	15.17	58.06	107.72	35.66	171.23	23.59
gene957	501.29	1913.28	194.76	634.99	2341.78	1978.06	134.05	132.3	53.8	33.45	82.96	122.58	137.81	128.56	284.73	203.64	90.59	53.35	20965.71	125.39	209.64	18.37	22.2	17354.15	16752.91	9.72	5.96	16.43	26.13	7.07	13.54	49.5	35.11	41.9	22.72
gene958	294.56	933.98	475.05	642.92	3421.83	4596.53	254.96	132.24	150.16	62.9	195.07	201.69	227.39	225.22	589.07	467	103.83	94.56	23563.46	251.84	253.13	48.84	26.55	19139.27	10649.11	20.18	7.92	21.92	18.19	14.15	19.37	83.46	46.52	52.31	36.14
gene959	785.68	593.7	351.7	1277.24	2391.48	3043.39	191.5	183.48	57.93	55.48	175.27	143.29	366.79	210.28	620.22	430.68	327.77	162.35	90612.7	446.17	340.26	39.1	15.43	35743.86	25617.05	19.11	11.5	20.8	11.88	36.13	35.14	137.01	117.39	96.68	68.42
gene96	5001.08	4037.6	887.64	2667.25	11242.49	13752.96	591.8	564.86	373.57	354.87	551.39	648.53	532.32	596.44	1401.89	1011.97	526.92	410.11	135906.25	701.58	792.47	298.55	161.03	104092.25	59143.24	51.97	22.21	61.1	25.65	51.43	90.69	271	190.66	218.34	106.67
gene960	2307.2	2647.51	903.51	2584.89	8554.2	9030.71	410.79	416.84	293.65	235.58	604.96	624.41	730.14	736.9	2021.33	1425.87	579.47	415.65	114843.2	955.89	1161.23	156.03	106.23	55453.21	39596.64	64.82	24.63	46.77	37.91	52.06	124.2	245.63	162.98	206.31	132.03
gene961	1475.46	4316.06	490.48	1211.5	4590.69	4794.1	387.51	315.27	212.53	184.39	323.2	349.99	443.07	372.55	1128.16	709.92	222.12	194.42	58159.58	342.5	464.24	121.98	46.55	33748.4	23034.92	20.27	17.97	32.26	12.04	16.16	34.28	105.25	58.74	133.36	54.44
gene962	267.29	604.23	230.05	144	2190.3	2135.15	127.36	125.5	53.92	51.89	78.17	121.35	82.02	163.81	256.57	189.54	87	67.05	22242.02	135.48	220.99	44.25	11.33	9420.38	8570.54	5.7	10.1	22.53	4.04	10.01	14	68	22.63	50.6	9.91
gene965	0	0	0	0	0	0	1.21	1.52	0.32	0	0	0	0	0	4.12	0.34	0	0.52	73.62	2.02	0	0	0	28.93	110.9	0	0	0	0	0	0	0	0	0	0
gene966	22	36	150	968	1612	1202	115.64	92.28	70.22	42	86.61	100.06	79.96	103.38	258.46	160.75	74.24	47.39	16816.83	111.54	126.02	72.68	10.1	11124.51	11775.07	14.65	4.04	10.16	9.55	5.65	11.81	51.51	24	60.48	28
gene967	734	932.68	171.87	190	1868.4	1256.44	69.38	47.33	37	13.99	55.42	49.6	102.75	48.38	148.37	138.55	51.79	44.71	15198.11	68.06	88.03	9.71	16.4	5736.45	4225.08	4.92	3.43	6.65	0.69	10.3	2.02	34.78	25.27	35.32	3.09
gene969	1364	1577.92	893.68	2554.91	6139.05	6828.94	172.35	138	134.85	61.8	267.63	317.14	427.89	322.57	632.65	582.22	328.95	220.38	110612.7	472.96	554.36	104.75	45.62	58220.88	40628.28	34.89	17.61	47.16	17.65	12.07	44.28	167.36	127.55	101.62	51.14
gene97	1503.66	2323.7	248.37	1457.87	3827.7	4789.89	121.48	64.9	92.52	70.45	192.92	207.61	267.46	181.95	468.8	273.97	200.84	107.76	35847.09	199.39	250.99	32.32	24.77	24692.38	17466.26	27.16	23.36	27.61	17.92	16.92	16.67	97.92	39.63	81.16	32.51
gene970	0	146.28	11.5	21.99	0	24.83	3.99	9.76	6.73	0	7.16	10.28	3.1	8.1	11.86	3.73	13.93	2.28	450.53	9.48	4.88	1.44	0	277.37	252.28	0.82	0	0	0	0	0	2.11	0	6	1
gene972	228	1098	329.81	1248	3269.81	5139.81	285.82	235.67	182.81	83.72	309.17	248.79	250.28	363.2	755.94	618.81	227.78	148.42	39273.01	285.34	614.76	66.99	34.07	27970.08	35887.17	38.01	12.01	49.97	13.36	13.89	52.47	109.54	69.4	89.33	46.3
gene973	479.68	1427.37	282.46	1231.1	4873.26	4882.69	318.25	252.37	241.03	99.86	237.04	348.73	278.83	377.75	867.82	648.78	138.06	128	36662.45	282.43	370.62	70.37	42.3	20564.71	21782.48	36.18	22.02	16.81	10.1	8.77	34.28	134.8	76.97	161.64	58.3
gene974	765.8	1141.75	201.46	779.71	3650.49	3099.99	388.94	198.96	223.5	84.77	270.64	226.59	383.96	288.8	633.99	495.23	217.67	131.48	37892.09	276.12	326.5	38.87	23.63	25140.73	19896.42	4.93	13.77	25.54	19.91	16.66	18.23	148.48	114.52	69.85	29.43
gene975	0	4	0	210	264	688.35	24.33	17.72	14.03	0.88	18	12.18	24.86	20.01	47.23	24.98	8.02	10.19	3257.74	23.88	35.53	12.12	2.02	2201.81	2587.75	2.34	0	2.02	0	0	0	12.01	7.16	7.49	2.17
gene976	38.68	730.57	514.3	1387.09	3044.79	3595.38	34.33	32.32	24.23	27.31	129.23	164.54	185.96	163.33	342.08	318.73	116.18	65.36	37235.97	238.48	364.01	72.92	19.85	23267.76	13551.11	26.19	16.11	15.16	8.08	14.1	27.99	41.29	70.45	49.54	13.88
gene977	993.23	250.97	56.88	546.16	1194.26	1176.83	22.97	32.21	24.47	6.98	42.25	57.3	52.08	27.22	127.24	121.85	37.67	47.46	7099.85	57.81	91.16	8	17.89	3629.68	2346.74	4.03	0	2.02	0	2.02	0	29.35	21.13	40.16	14
gene979	832	1809.95	151.18	616.09	3785.07	3281.34	284.58	201.62	213.55	84.1	250.46	291.99	320.81	332.14	552.99	541.44	282.65	213.84	44068.53	394.55	415.37	52.2	52.33	30440.8	24848.52	26.06	19.76	30.26	24.17	14.14	47.92	139.54	54.29	130.68	47.65
gene98	0.3	6.32	49.19	19.59	682.17	482.88	29.99	17.91	20.33	5.26	17.12	19.34	3.69	24.52	40.72	23.07	21.65	26.27	2261.94	22.89	44.66	4.59	10.97	2939.76	3189.9	0.96	0.81	7.52	2.02	7.06	7.34	6.92	8.25	8.67	3.58
gene980	27.17	1196.96	308.86	337.23	3750.38	2345.3	93.41	124.36	46.84	46.52	126.13	126.08	183.44	154.38	391.06	335.51	499.27	358.4	101981.28	705.54	784.48	157.05	41.69	68850.2	83624.06	42.85	31.46	107.09	48.1	30.82	46	94.02	64.59	83.76	28.35
gene981	770.72	415.51	81.89	630.27	1259.38	2555.79	71.78	35.41	26.67	34.69	64.47	63.84	111.58	91.82	247.57	159.37	140.33	122.01	53042.59	244.25	383	28.62	19.88	33081.94	33062.89	5.2	4.86	28.46	16.96	16.54	20.46	75.46	25.37	76.73	18.24
