agss_BmV18hpi_a	agss_BmV18hpi_b	agss_BmV4dpi_a	agss_BmV4dpi_b	polyAs_BmV4dpi_a	polyAs_BmV4dpi_b	agss_BmV8dpi_a	agss_BmV8dpi_b	polyAs_BmV8dpi_a	polyAs_BmV8dpi_b	polyAs_BmViL3_a	polyAs_BmViL3_b	polyAs_Bm1dpi_a	polyAs_Bm1dpi_b	polyAs_Bm2dpi_a	polyAs_Bm2dpi_b	polyAs_Bm3dpi_a	polyAs_Bm3dpi_b	polyAs_Bm4dpi_a	polyAs_Bm4dpi_b	polyAs_Bm8dpi_a	polyAs_Bm8dpi_b	polyAs_Bm20dpiM_a	polyAs_Bm20dpiM_b	polyAs_Bm24dpiF_a	polyAs_Bm24dpiF_b	polyAs_BmAM_a	polyAs_BmAM_b	polyAs_BmAF_a	polyAs_BmAF_b	polyAs_BmAF_c	polyAs_BmAF_d	polyAs_BmEm_a	polyAs_BmEm_b	polyAs_BmIMF_a	polyAs_BmIMF_b	polyAs_BmMMF_a	polyAs_BmMMF_b
Gene:WBGene00227878	50	296	1155	950	40	74	3336	4536	468	376	2864	3658	201	403	199	359	852	1000	2873	2908	467	445	425	434	252	296	151	159	526	570	408	552	1194	1235	454	209	871	170
Gene:WBGene00227879	1509	1657	8686	7032	409	467	10047	11120	1272	1006	4968	5075	1701	1555	1011	3701	11064	11284	14736	13431	4998	4512	4805	4297	4659	5675	5443	4688	7170	7684	6031	7521	7787	8200	1089	1187	2192	910
Gene:WBGene00227880	2111	2148	7347	6162	295	388	32916	43453	4043	3952	19108	20926	1217	1771	955	1748	3416	3961	3074	2710	4065	3891	3330	3815	2808	2916	5115	4500	2733	3062	2490	3079	5410	5637	3386	2846	5478	1821
Gene:WBGene00227881	2120	2384	5788	5315	263	341	11329	13138	1509	1301	6365	7341	750	911	540	1488	5138	5677	4783	3899	4381	3591	4493	4722	4312	4688	4495	4085	5464	6478	4598	5938	7224	7692	1075	1084	1857	741
Gene:WBGene00227883	1306	1003	1887	1712	165	250	3168	4307	813	690	5668	5855	495	607	397	460	1473	1799	1634	1354	1424	1589	1637	2151	1601	1468	3396	3194	1870	1981	1679	2018	2739	2626	749	537	941	306
Gene:WBGene00227885	6683	7427	17496	15410	828	968	42609	54031	5440	5067	32397	38107	2110	3132	1795	5451	14900	17027	13073	11218	12870	11500	12956	13712	10387	12230	12093	10319	13351	14590	11708	14291	21967	21933	3945	3900	8647	2483
Gene:WBGene00227886	562	351	705	589	83	52	703	842	173	100	1268	1342	214	375	208	326	407	593	490	372	402	394	557	725	544	673	1155	1020	1591	1510	1423	1550	2368	2227	569	413	748	305
Gene:WBGene00227887	189	343	498	426	5	9	454	444	26	27	44	55	16	32	29	36	48	33	28	22	42	39	27	30	10	36	313	254	137	146	99	119	192	210	158	112	200	63
Gene:WBGene00227888	5596	5785	11446	9367	434	501	7055	7748	706	574	3064	3586	604	989	627	892	1972	2395	1656	1480	1869	1602	1954	2334	1836	1678	3822	3094	1844	2245	1498	1777	2933	2810	596	571	942	439
Gene:WBGene00227889	18749	21332	26066	21031	1774	2071	21536	25255	4714	3845	19118	22831	912	1475	828	2207	8816	10072	7736	6743	7517	6271	8062	8232	7705	8498	17191	14230	14471	16075	12661	14997	28390	27450	3404	5125	8324	2672
Gene:WBGene00227890	738	851	4681	3642	120	142	2456	3007	237	170	303	332	21	23	18	19	63	53	139	78	42	48	27	19	28	26	48	50	71	50	57	72	214	207	55	26	47	24
Gene:WBGene00227891	0	1	716	770	20	26	195	143	16	0	9	12	34	33	15	60	282	243	943	922	165	165	204	212	223	232	1714	1506	717	677	605	672	272	228	5	4	6	0
Gene:WBGene00227892	684	731	1867	1225	49	81	1913	2214	216	205	1165	1094	144	306	167	180	493	514	393	349	406	438	452	513	408	499	925	816	801	960	754	902	1623	1496	324	272	513	214
Gene:WBGene00227893	173	558	997	763	48	56	1630	1814	176	143	977	969	204	388	176	271	611	804	657	612	486	519	558	662	567	590	1260	1063	1273	1342	905	1242	1548	1443	394	259	575	193
Gene:WBGene00227894	2738	3019	5759	5013	206	266	10246	12117	1050	800	9129	9554	940	1470	828	1374	3213	3810	3940	3372	2982	2457	3196	3832	3157	3287	3806	3576	3806	4068	3444	3917	4677	4511	1199	948	1927	841
Gene:WBGene00227895	611	707	1630	1674	100	100	3493	4151	337	375	3801	4100	168	227	189	310	1094	1279	1277	1115	798	969	735	869	657	694	1655	1149	2364	2669	2384	2344	2356	2357	165	185	266	135
Gene:WBGene00227896	4159	4639	9601	8208	410	511	9010	11369	1244	954	6642	7147	1098	1511	897	1599	3302	3788	3132	2724	3329	2913	2929	3504	2682	2891	3923	3309	4686	5053	3951	4717	7603	7084	1190	971	1929	640
Gene:WBGene00227897	2716	2716	5354	4625	185	248	8120	10346	896	723	2006	2496	304	438	248	486	1066	1301	948	769	1259	1093	1408	1355	1044	1069	1958	1645	2354	2642	2069	2328	3252	3184	761	676	1256	515
Gene:WBGene00227898	47	58	1024	910	68	86	3877	5423	540	564	6252	6245	536	783	441	592	2095	2597	1821	1544	980	1036	3318	3638	2897	3318	3238	2813	1149	1122	976	1120	547	693	211	186	265	111
Gene:WBGene00227899	1055	1430	6539	5427	339	318	8517	9034	884	908	5684	5688	989	1445	879	1301	3297	4125	3742	3588	2856	2718	2898	3367	3271	3458	3616	3123	3526	3786	2887	3539	4603	4308	541	400	793	327
Gene:WBGene00227900	2465	2128	30728	28757	881	1105	302348	477818	25167	28300	112026	145768	15715	18120	9938	49220	55180	54456	50584	49037	45808	44037	74721	71474	55451	60873	58164	45292	23720	24433	19586	24005	16798	17188	8152	10174	19155	5453
Gene:WBGene00227901	1890	2976	7090	6803	322	333	13573	15956	1131	1084	9691	11041	1427	2307	1258	2850	3839	4810	1726	1276	5175	4650	5156	5360	4547	5334	3194	2855	2507	2481	2331	2665	3428	3811	2668	2710	5444	2014
Gene:WBGene00227902	1155	1130	2758	2367	226	215	3352	3942	700	616	4573	4497	701	940	616	935	3105	3266	3057	2804	2409	2650	3654	3827	3605	3851	4035	3821	3614	3531	3203	3258	3144	3256	828	656	895	407
Gene:WBGene00227903	5792	6921	12078	10959	449	711	15684	18714	1598	1445	26847	25476	1929	2100	1190	2563	11139	11046	11309	10791	6760	7020	9895	10886	8947	9559	11948	11381	8860	10076	7699	8366	8852	8444	1568	1755	3661	1205
Gene:WBGene00227904	1327	1267	3851	2960	184	223	4561	5620	722	622	2735	3174	309	537	321	350	2452	2578	2352	2221	1655	1725	2065	2346	2114	2413	4394	3676	2214	2260	1975	2204	1894	1909	447	454	687	200
Gene:WBGene00227905	2376	2770	8099	6936	286	356	11885	14374	1122	1013	4220	4788	945	1296	700	1756	4544	4806	4188	3596	3904	3697	3309	3670	3407	3861	6803	6317	5322	5829	4690	5385	7996	7990	703	806	2132	705
Gene:WBGene00227906	3271	4531	8022	6605	446	421	11618	14398	1688	1393	8785	9809	1150	1557	968	2187	4775	5652	4928	4357	3398	3013	4625	4582	3907	4405	5661	4703	5446	5601	4402	5487	8215	8735	2218	2204	5071	1339
Gene:WBGene00227907	3289	3546	12797	10722	699	959	37537	46024	5850	5163	21949	21952	1035	717	582	2090	18924	17903	18225	15927	14702	14984	18545	20210	20475	24105	19129	16494	13512	15112	12509	14751	11756	12340	1372	2678	2184	1457
Gene:WBGene00227908	4662	5742	10647	9298	397	521	15181	17658	1592	1411	8034	9866	983	1329	916	2252	5533	6498	4999	4334	5232	4096	4920	5069	4455	5459	8442	7263	7275	7866	6259	7312	8460	8547	2044	2007	4294	1121
Gene:WBGene00227909	204	210	4098	3479	93	204	61578	78950	6910	6163	36545	35723	1450	1331	705	2501	14045	15473	19773	15218	19639	18490	21548	23983	16259	19480	14901	13218	2471	2480	2686	2729	496	577	51	50	87	22
Gene:WBGene00227910	488	444	1156	968	113	105	1613	2009	588	504	2748	2579	479	778	513	508	1331	1759	1308	1215	1347	1289	1363	1585	1276	1605	2727	2201	1777	1735	1557	1792	1512	1545	466	309	586	225
Gene:WBGene00227911	2558	2880	4948	4429	307	371	7730	9869	1469	1320	15035	16083	457	240	393	1027	1997	2093	1055	723	2423	2609	1924	1773	1514	1628	9374	7597	3297	3668	3131	3575	9773	7313	1003	3402	1995	2576
Gene:WBGene00227916	6933	8860	14692	12948	442	545	20418	23117	1646	1424	10548	11259	1362	1874	1190	2720	5047	5872	4395	3780	3707	3481	4043	4067	3496	3941	11526	10271	8385	9287	6994	8306	11644	11479	2571	2779	6368	2086
Gene:WBGene00227917	532	440	328	356	19	7	2195	2690	316	272	10755	10304	189	309	183	240	554	1050	574	494	402	377	867	1300	801	1231	564	343	244	272	208	313	346	422	615	413	872	351
Gene:WBGene00227918	5	6	1033	733	58	68	4203	3972	790	531	0	3	1	0	2	4	1134	522	35537	35271	22	326	325	117	1697	1173	1612	1420	105	137	87	129	75	74	0	1	0	0
Gene:WBGene00227919	103	82	87761	73425	2575	3154	1384	1452	100	80	103	112	21	20	23	16	145	90	2935	2861	51	59	116	107	129	243	669	575	277	380	248	328	393	368	5	1	4	3
Gene:WBGene00227920	5204	4740	5745	5386	177	225	9310	10382	769	742	5648	6843	755	1084	652	1897	2977	3349	2581	2342	2302	2085	3322	3603	2571	3008	4849	4213	5515	5777	4682	5769	13740	12921	2215	2771	5445	1652
Gene:WBGene00227921	0	0	0	0	4	0	0	0	0	0	0	1	2	2	0	1	3	1	0	0	0	2	0	1	2	0	10007	8760	0	1	0	5	2	7	1	0	0	0
Gene:WBGene00227923	4755	5562	13381	13386	441	710	91143	111638	11167	8960	17797	21393	578	525	278	1224	4253	4620	5771	5187	5042	4252	3567	4308	2341	3728	209	227	295	298	200	345	509	582	40	18	102	15
Gene:WBGene00227924	600	670	1579	1142	101	107	1836	2091	298	243	1476	1822	105	171	87	308	782	947	923	708	680	700	852	995	728	862	1432	1191	1079	1138	903	1102	1441	1483	319	320	502	227
Gene:WBGene00227925	3227	4792	6613	5951	303	353	10442	12181	1461	1143	8494	8996	571	700	523	1390	4037	4182	3374	2631	2696	2527	3692	3943	3025	3627	5090	4596	7970	9024	7030	8074	12085	11163	1859	2418	4028	1428
Gene:WBGene00227926	4662	5406	21285	18146	961	1188	26106	30629	3503	3073	14737	17267	1163	1639	903	2404	10853	11691	9637	8744	9556	9172	11085	11968	10102	11570	13671	12297	10228	10848	8571	10491	12454	13041	1380	1956	2981	944
Gene:WBGene00227927	1471	1812	3433	2926	168	145	5390	5901	534	472	2818	2904	366	538	305	570	1459	1766	1451	1127	1058	1010	1724	1912	1863	1720	4342	3649	2474	2820	1964	2418	2582	2697	907	790	1349	514
Gene:WBGene00227928	988	1323	2384	2234	78	100	5432	6623	524	491	4423	4688	699	1127	619	1585	3523	3400	2271	1790	4088	3737	6468	5679	4654	3446	2913	2225	1143	1156	904	1131	1211	1286	396	343	607	264
Gene:WBGene00227929	231	666	799	849	41	58	1247	1395	207	192	736	830	82	166	88	179	470	573	508	426	447	471	698	791	747	739	1239	826	888	950	751	1036	1150	1237	197	232	358	159
Gene:WBGene00227930	8932	8679	24828	21615	812	950	8724	9689	684	692	5575	5931	349	1031	608	494	1247	1342	779	632	1555	1625	2426	2032	1253	1636	7182	6694	636	589	479	581	438	543	362	495	655	263
Gene:WBGene00227931	1050	1209	1681	1334	46	40	2326	3000	177	158	1125	1400	199	272	161	400	616	677	489	456	476	435	529	672	464	579	1097	966	925	940	829	991	1859	1785	362	372	683	215
Gene:WBGene00227932	433	477	2571	2144	76	68	17136	21150	1132	1088	4896	5682	556	773	467	853	1374	1673	1523	1039	1370	1148	1377	1319	955	958	837	666	531	511	536	664	825	847	778	452	1412	355
Gene:WBGene00227933	475	478	1708	1206	79	79	3806	4350	404	412	2868	2675	577	718	368	877	2334	2849	1953	1862	1573	1676	2957	2908	2346	2621	2501	2108	2066	2187	1707	2031	2336	2228	377	251	636	211
Gene:WBGene00227934	264	149	1068	938	40	42	34814	52577	4653	4996	29760	32254	1513	1455	977	2171	8341	7606	7380	5375	5494	4978	5481	6092	4612	4294	5875	5502	1009	1138	1062	1038	190	199	247	237	644	130
Gene:WBGene00227936	1	3	37	38	6	1	2121	2271	345	211	26	20	0	1	0	0	1	3	0	0	0	1	0	0	0	0	3	1	193	170	137	151	210	167	2	0	2	0
Gene:WBGene00227937	44	54	202	128	0	0	31393	41076	3130	3019	23	21	2	1	7	0	2	15	6	1	8	6	2	6	8	7	9	12	14	35	14	19	19	17	1	1	0	0
Gene:WBGene00227938	356	404	1002	820	4	10	183331	259805	13467	12569	265	321	7	16	12	3	5	10	35	0	0	0	29	7	5	8	2	9	89	78	63	56	83	86	0	1	0	0
Gene:WBGene00227939	0	0	0	4	0	0	60	37	8	6	35	22	18	19	16	24	139	139	84	71	115	91	12	13	10	12	112	71	8696	5765	6135	9459	42	52	2	1	12	1
Gene:WBGene00227940	61	74	146	133	0	0	34635	45734	2984	2754	14526	22814	7	23	23	11	22	24	4	9	0	3	0	1	1	0	137	155	58	38	47	68	70	58	0	1	1	0
Gene:WBGene00227942	0	3	1	3	0	0	824	1238	208	217	740	105	0	2	0	0	0	1	0	0	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Gene:WBGene00227944	0	0	0	0	0	0	13	4	6	0	4	1	1	4	0	5	3	6	0	1	3	1	9	10	5	4	5776	5587	2	1	0	2	3	3	0	1	0	0
Gene:WBGene00227946	0	0	2	0	0	0	3	0	0	0	1	3	2	0	3	1	1	3	10	6	15	14	38	39	32	43	1359	1301	11	7	19	12	6	6	5	2	1	1
Gene:WBGene00227947	1	0	19	50	3	0	97	82	23	23	127	92	23	36	25	25	52	90	193	157	44	53	69	60	44	76	359	320	30	21	23	18	11	17	0	0	0	0
Gene:WBGene00227948	0	0	7	0	0	1	152	234	9	28	154	125	7	22	3	9	24	28	50	51	33	25	34	29	12	10	1154	996	41	36	32	52	22	20	0	0	0	0
Gene:WBGene00227950	1	13	868	682	24	28	508	548	35	49	76	63	25	20	7	29	133	131	2087	1851	324	240	197	184	119	301	18630	18364	9212	10060	9135	8781	8668	8688	23	12	56	17
Gene:WBGene00227951	0	0	0	3	0	3	4	2	4	0	5	8	1	3	5	4	4	7	1	2	2	8	8	14	4	15	3923	3834	0	1	1	6	0	0	0	0	0	0
Gene:WBGene00227952	0	0	0	0	0	0	0	10	0	0	7	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2968	2761	3	8	8	1	17	14	9	0	15	3
Gene:WBGene00227953	3219	4181	5117	4156	195	241	5657	6566	637	439	4650	5105	975	1517	846	1790	2925	3057	2558	2283	2326	2268	2937	2699	2002	2807	9106	7597	4339	4575	3288	4025	6188	6177	1982	1795	4190	1128
Gene:WBGene00227954	0	1	342	247	15	29	120	190	28	51	240	258	8	41	28	17	12	59	25	23	37	50	20	17	6	10	30	16	29	45	33	63	149	131	3	5	10	1
Gene:WBGene00227955	0	0	439	313	35	42	40	24	2	4	0	6	0	1	3	2	5	0	14	8	2	6	7	7	2	0	2550	2241	3	0	0	2	3	1	5	1	2	1
Gene:WBGene00227957	21919	25087	36217	33052	941	1089	44680	57403	2778	2885	31089	32043	13902	15210	13467	16076	15807	16710	14219	13387	13293	10617	19197	18286	13779	15941	20029	16659	26552	28247	21657	26488	36043	34610	13152	12836	34242	8130
Gene:WBGene00227960	0	0	49	81	9	6	64	114	1	9	58	36	26	30	27	27	65	52	44	22	53	57	43	41	34	60	61	63	978	1118	923	1036	2092	2023	9	7	14	6
Gene:WBGene00227961	1792	1734	2459	2089	35	66	5888	6101	366	238	1298	1549	221	302	175	298	789	963	733	562	871	679	517	499	469	458	495	413	1037	1190	782	1011	1814	1822	433	386	679	274
Gene:WBGene00227965	11995	13294	22641	19830	623	778	26939	29405	1976	1660	9621	10419	1288	1657	994	2675	6338	6782	5348	4790	5327	4808	4929	5017	4257	5518	11193	9738	9004	10013	7250	8885	10757	10973	2798	3095	6356	1727
Gene:WBGene00227966	10417	12335	23328	19109	1061	1169	24783	29063	3223	2562	18231	19450	2086	2918	1775	2897	8564	10233	9030	7937	6900	6883	9739	11441	8663	9933	12806	10835	10188	10820	9038	10718	12329	12341	2097	1859	3753	1221
Gene:WBGene00227970	0	0	0	0	0	3	0	1	7	2	2	9	10	8	5	6	9	3	0	0	6	4	3	5	3	0	5	1	7	10	16	14	24	25	24	43	48	35
Gene:WBGene00227972	2779	3520	5780	5012	131	167	8231	9738	464	389	3736	4086	202	282	158	409	2006	2233	1611	1483	1550	1349	1627	1753	1531	1906	3636	2987	2174	2446	2021	2267	3046	2893	289	415	787	215
Gene:WBGene00227973	3879	4293	6891	5447	163	210	8105	8973	683	492	4388	5084	245	309	226	800	2001	2675	1976	1729	1531	1444	1864	1743	1609	1786	2410	2077	2516	2740	2099	2578	5356	5239	659	790	1689	677
Gene:WBGene00227975	193	99	320	321	18	33	434	474	97	68	125	147	145	170	106	229	538	745	666	611	486	412	2046	1784	2138	2426	297	170	180	245	164	185	329	350	57	26	67	19
Gene:WBGene00227980	21456	22498	41658	33866	1077	1289	72644	81370	5190	4404	23003	24811	2967	4211	2461	4961	16940	17992	16228	15262	13168	11646	10251	11009	10476	10718	12194	10138	13352	15233	11773	13774	20867	20118	3631	4098	8426	2708
Gene:WBGene00227987	11	23	5837	5334	349	521	7821	9530	1521	1417	11177	11756	838	2402	1294	1704	2235	3128	2947	2831	8275	7635	3014	3993	3175	4567	2973	2722	1464	1398	1309	1562	127	118	24	20	38	19
Gene:WBGene00227988	1832	2377	5187	4723	227	295	12412	15555	1366	1184	6618	7157	693	892	489	1168	4115	4317	3526	3286	2716	2646	3706	4098	3600	3618	3956	3407	3945	4139	3482	4084	5755	5861	1015	774	1813	515
Gene:WBGene00227989	130	45	236	238	12	9	222	275	29	29	253	239	40	53	34	43	168	133	138	76	60	58	183	157	106	89	9747	8862	244	277	195	266	245	339	79	63	104	48
Gene:WBGene00227990	0	7	2	3	0	1	5	5	3	4	6	19	10	16	9	15	11	31	5	7	13	14	25	32	18	34	56	39	22	19	20	30	5	30	30	43	47	32
Gene:WBGene00227991	1463	1929	2546	2048	118	143	2502	2788	343	303	2680	2516	594	889	476	680	2029	2547	2054	1739	1824	1736	1816	2136	1915	2202	2590	2143	2940	3042	2435	2859	3570	3512	628	475	812	311
Gene:WBGene00227992	2491	3146	7465	6396	330	364	9688	11017	1155	1023	7156	6869	1121	1538	1006	1057	5203	4925	4017	3400	3765	3880	4532	4803	4552	5497	6629	5477	3474	3963	3137	3674	3237	3354	1224	1253	1459	649
Gene:WBGene00227994	3026	3230	8558	7190	418	497	8241	9188	1184	1073	7118	6589	930	1456	890	1363	3406	4009	3371	2964	3612	3316	3209	3294	3180	3778	4590	3998	4379	4703	3696	4491	5626	5639	1386	974	2070	586
Gene:WBGene00227995	4964	6647	8894	7861	332	313	20902	23301	1969	1597	12933	14494	1090	1590	1032	1469	4548	4911	3805	3428	3096	2854	4257	4424	4066	4096	4288	3667	4702	5423	3741	4821	7450	7202	1834	1637	3794	1013
Gene:WBGene00228000	234	291	32833	26016	1562	1665	1478	2181	296	303	9231	9279	3029	2877	1744	3460	13258	12338	6866	5722	4894	5340	7426	7371	8304	8756	4324	3593	1773	2090	1586	1696	1017	1147	32	42	48	11
Gene:WBGene00228003	362	155	540	453	39	53	547	786	132	94	504	743	108	140	79	156	366	385	343	312	291	279	202	224	144	170	3708	3521	1539	1613	1196	1389	1119	1198	373	455	569	217
Gene:WBGene00228004	61	3	243	236	7	4	239	213	28	11	148	181	51	46	31	66	135	145	110	95	99	111	18	15	10	18	22	17	34	19	22	34	50	48	116	73	105	29
Gene:WBGene00228005	1074	1186	2985	2889	100	114	4975	5673	314	308	2875	2905	246	438	256	494	1153	1392	1119	978	848	799	1146	1246	992	1303	1593	1364	2129	2260	1983	2142	3229	3299	633	542	893	389
Gene:WBGene00228006	7420	7636	11982	10217	668	739	17005	19999	2991	2431	15399	17345	1037	1267	800	2246	6549	7259	6346	5192	4796	4953	5542	6223	5196	6037	10949	9772	11715	12753	10054	12075	21023	20225	2424	3293	5153	1835
Gene:WBGene00228007	6751	8991	32986	30466	1554	2213	67431	87815	10147	9019	33696	46030	4364	5350	3124	8218	26747	28425	24812	18597	19521	16393	18744	19189	17729	21996	20833	19182	18676	20857	16099	19720	30990	32692	6529	7758	14887	4218
Gene:WBGene00228009	0	0	0	0	0	0	7	9	1	0	1	0	1	5	1	1	5	8	6	3	0	1	2	2	6	0	4	0	14	20	20	14	9	26	0	0	0	0
Gene:WBGene00228010	13	11	852	725	32	18	5885	7348	679	698	2667	2782	174	165	115	186	588	840	610	464	726	734	198	227	174	240	106	104	110	145	93	102	211	160	19	21	32	7
Gene:WBGene00228011	607	669	1113	992	44	47	1272	1664	101	56	487	542	41	67	40	92	207	338	247	206	218	219	71	81	41	67	10	5	156	179	96	150	300	303	98	85	161	71
Gene:WBGene00228013	1009	1208	3033	2402	165	177	3294	3843	460	516	2065	1955	664	1033	543	771	1718	2016	988	956	1545	1430	2034	2109	1469	1790	2703	2201	1719	1848	1561	1735	1766	1784	527	385	902	243
Gene:WBGene00228014	0	0	7	4	0	0	6	5	3	5	0	4	0	1	4	8	16	12	11	7	2	1	12	13	14	8	273	296	19	12	9	5	10	5	0	0	0	1
Gene:WBGene00228020	0	0	9	11	11	15	12	22	13	16	41	60	10	13	16	17	56	70	51	50	61	62	88	76	47	86	34	40	44	41	31	37	69	78	42	23	41	38
Gene:WBGene00228022	0	0	48	24	0	12	24	6	8	5	20	20	2	5	5	2	6	7	13	7	9	7	13	22	48	37	2295	1942	2914	3046	3131	2739	2618	2851	17	13	21	6
Gene:WBGene00228023	0	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	294	194	2	0	0	0	0	1	0	0	0	2
Gene:WBGene00228024	342	665	5044	4673	154	279	8090	9108	823	683	2902	3544	1058	850	470	2781	6928	7519	9531	9189	2176	1923	6847	6684	5940	6590	2381	2029	2978	3016	2321	3033	3897	4156	465	298	861	204
Gene:WBGene00228025	0	0	0	0	0	0	9	0	0	0	1	4	0	0	0	0	4	0	0	0	2	0	3	3	0	3	300	190	21	5	29	14	6	3	0	0	0	0
Gene:WBGene00228026	8335	9852	17034	15537	768	868	12196	13388	1136	935	5427	5854	976	1244	741	1696	3918	4216	3622	3070	3208	2643	3858	3894	2926	3872	3631	3117	5257	5349	3956	5149	8833	8294	1989	1616	3811	1090
Gene:WBGene00228027	263	356	3155	2850	50	66	5303	6648	266	163	1	2	108	114	81	143	684	705	4407	3832	394	323	543	534	438	670	1308	1196	506	520	470	556	646	729	84	80	128	27
Gene:WBGene00228028	0	0	0	1	0	0	0	0	5	0	0	0	285	402	279	165	3	10	1	3	2	0	5	4	0	0	2	7	12	10	3	15	28	20	21	22	29	22
Gene:WBGene00228031	0	0	0	12	6	4	163	137	178	199	80	106	22	31	13	18	32	26	52	11	82	53	69	82	105	174	2515	2064	469	533	359	456	247	245	22	9	21	5
Gene:WBGene00228032	0	0	0	0	0	0	4	4	0	0	0	0	1	0	1	0	2	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gene:WBGene00228037	0	0	0	0	0	0	0	8	0	0	0	0	1	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	1
Gene:WBGene00228038	214	527	823	639	49	57	719	980	166	91	751	678	136	264	149	219	384	528	376	321	311	356	405	436	359	379	569	463	592	499	446	579	874	886	292	204	398	181
Gene:WBGene00228040	26	47	4	12	0	5	21	20	8	0	20	34	0	0	0	0	9	9	4	3	5	1	13	15	2	4	13117	10323	17	12	23	31	46	37	8	17	9	4
Gene:WBGene00228041	933	932	3658	3133	143	189	6465	7752	668	714	8304	7322	1402	1614	945	1817	6365	8134	5416	4943	2819	2914	7928	10540	10260	7979	5980	5821	4063	4195	3226	4140	2561	2584	1168	901	1824	557
Gene:WBGene00228044	0	10	259	295	46	35	465	499	106	89	151	165	378	228	132	702	1034	1142	1193	1094	93	79	849	849	747	685	59	54	584	502	472	581	1411	1552	48	64	105	35
Gene:WBGene00228045	5477	6637	10445	9291	372	495	16086	18049	2053	1544	9538	9602	524	774	489	1203	2685	3270	2352	1966	1878	1761	2640	2937	1946	2269	4293	3806	4829	5183	4132	4894	7369	6922	1425	1692	2812	947
Gene:WBGene00228047	0	0	148	172	4	0	111	129	20	3	46	38	15	22	7	19	49	59	73	44	116	68	136	135	16	16	206	215	828	826	760	859	772	730	102	56	164	38
Gene:WBGene00228048	0	0	5	22	0	1	18	21	5	14	12	24	9	4	3	9	6	19	33	16	4	10	17	12	8	15	2334	2130	13	8	13	13	6	12	11	7	18	5
Gene:WBGene00228049	144	385	748	723	61	47	1245	1755	161	108	425	535	115	188	117	197	344	434	325	282	272	254	403	468	282	439	1460	1351	1087	1072	929	978	1432	1379	291	150	537	110
Gene:WBGene00228050	0	2	273	204	17	29	625	805	169	104	1084	1321	359	388	257	435	1060	1119	1086	889	1358	1090	1023	857	694	949	62	48	10	13	11	13	12	20	5	6	7	1
Gene:WBGene00228051	500	815	2344	1882	83	118	2711	3197	412	443	2141	2306	459	628	361	634	1418	1681	1515	1557	931	786	1324	1393	1119	1350	1064	844	2444	2312	1953	2451	3287	3226	807	406	1325	349
Gene:WBGene00228052	85	3	84	52	10	14	681	846	116	111	938	981	242	415	203	402	272	330	367	319	179	213	127	145	100	87	108	100	42	67	66	62	80	84	373	286	638	216
Gene:WBGene00228053	743	1293	2281	2007	113	125	2278	2868	269	232	2095	2459	397	656	332	583	1188	1413	1191	1212	1039	1071	1479	1804	1520	1759	2661	2092	2985	3205	2432	2793	3672	3604	411	452	944	348
Gene:WBGene00228058	0	0	0	0	4	2	0	11	25	15	7	2	17	21	8	14	53	59	50	23	50	45	64	62	60	51	76	100	73	74	52	13	102	59	33	38	15	8
Gene:WBGene00228059	306	393	842	689	27	32	1451	1426	161	142	457	551	63	64	50	152	265	367	300	270	264	246	341	361	293	274	611	576	615	636	504	553	856	803	87	123	250	115
Gene:WBGene00228060	0	0	0	2	5	0	0	0	0	1	0	0	4	0	6	1	2	1	0	0	0	2	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0
Gene:WBGene00228062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0
Gene:WBGene00228065	1392	1052	2488	2012	85	141	4558	4962	426	287	2169	2719	474	771	447	845	1173	1571	1305	1092	1149	1150	1682	1749	1648	1661	1994	1500	2641	2587	2082	2652	3121	3056	1048	934	1821	613
Gene:WBGene00228066	304	296	1540	1526	71	97	4641	5637	621	560	1903	2219	293	461	223	363	1140	1642	1472	1271	1203	1045	1397	1477	1203	1492	1523	1488	3096	3292	2672	3356	1723	1541	593	309	894	247
Gene:WBGene00228071	213	70	8855	8713	376	458	9693	11204	955	821	1670	2022	1875	1107	777	2580	4339	4098	667	524	8261	7032	11090	11462	10443	16913	5356	5785	3706	2979	1898	4382	79	45	6	3	16	1
